customer_id,company_size,industry,country,signup_date
10328,Medium,Manufacturing,India,2026-01-24
10329,Medium,Finance,Singapore,2026-05-14
10330,Small,Media,USA,2023-12-23
10331,Medium,Professional Services,India,2023-03-17
10332,Large,Technology,Singapore,2025-04-25
10333,Small,Retail,UK,2022-08-23
10334,Small,Professional Services,Canada,2022-09-04
10335,Small,Technology,UK,2024-05-23
10336,Small,Healthcare,Germany,2026-05-04
10337,Large,Media,India,2025-03-11
10338,Large,Media,USA,2022-07-15
10339,Medium,Manufacturing,USA,2022-09-19
10340,Small,Technology,India,2025-05-30
10341,Medium,Healthcare,Canada,2022-11-06
10342,Medium,Media,USA,2021-02-18
10343,Small,Finance,USA,2024-10-18
10344,Medium,Technology,India,2026-03-18
10345,Medium,Technology,Canada,2022-09-19
10346,Medium,Education,Germany,2021-10-04
10347,Medium,Manufacturing,USA,2026-09-26
10348,Small,Manufacturing,UK,2021-08-04
10349,Medium,Professional Services,India,2021-08-18
10350,Medium,Finance,Canada,2025-08-13
10351,Medium,Education,India,2024-08-03
10352,Large,Professional Services,USA,2021-02-15
10353,Medium,Healthcare,Canada,2026-01-11
10354,Small,Professional Services,Singapore,2023-11-04
10355,Small,Healthcare,USA,2022-09-25
10356,Medium,Finance,Australia,2023-09-14
10357,Small,Media,UK,2021-11-29
10358,Medium,Manufacturing,Singapore,2026-02-23
10359,Enterprise,Media,USA,2022-05-22
10360,Medium,Healthcare,USA,2021-04-27
10361,Medium,Finance,Germany,2023-08-01
10362,Medium,Media,India,2022-09-28
10363,Medium,Professional Services,India,2025-05-09
10364,Medium,Healthcare,India,2025-01-02
10365,Enterprise,Retail,Germany,2026-06-15
10366,Medium,Technology,India,2023-05-19
10367,Enterprise,Professional Services,Germany,2024-07-18
10368,Enterprise,Manufacturing,USA,2025-10-01
10369,Small,Media,India,2021-04-23
10370,Small,Professional Services,USA,2022-03-03
10371,Small,Retail,India,2024-03-04
10372,Small,Finance,Canada,2023-12-03
10373,Small,Finance,Canada,2021-10-11
10374,Medium,Professional Services,USA,2023-04-14
10375,Small,Retail,India,2021-08-18
10376,Small,Media,Canada,2026-04-04
10377,Large,Professional Services,Germany,2025-07-25
10378,Small,Technology,Australia,2022-01-20
10379,Large,Technology,Germany,2021-06-08
10380,Small,Education,India,2023-04-04
10381,Small,Healthcare,Germany,2021-07-27
10382,Medium,Education,USA,2021-06-23
10383,Medium,Media,India,2025-12-29
10384,Large,Technology,Germany,2024-01-10
10385,Large,Retail,Singapore,2023-11-08
10386,Large,Healthcare,Canada,2023-10-14
10387,Small,Media,India,2022-12-09
10388,Small,Retail,USA,2024-10-15
10389,Large,Media,USA,2026-03-07
10390,Large,Education,Germany,2024-07-26
10391,Enterprise,Finance,India,2022-11-08
10392,Medium,Retail,Germany,2022-10-24
10393,Medium,Education,USA,2025-04-13
10394,Large,Education,Germany,2024-06-14
10395,Small,Education,Singapore,2021-12-24
10396,Enterprise,Finance,USA,2024-08-01
10397,Large,Finance,USA,2024-08-09
10398,Medium,Professional Services,Germany,2022-02-23
10399,Large,Finance,UK,2025-01-31
10400,Large,Healthcare,Canada,2022-10-04
10401,Small,Finance,Canada,2025-05-13
10402,Enterprise,Finance,India,2022-05-22
10403,Medium,Finance,Germany,2025-08-09
10404,Large,Media,India,2025-02-10
10405,Small,Retail,Singapore,2024-10-17
10406,Large,Finance,USA,2021-11-08
10407,Medium,Healthcare,Australia,2025-07-16
10408,Small,Media,USA,2021-09-02
10409,Enterprise,Education,USA,2022-04-22
10410,Small,Retail,USA,2022-09-07
10411,Small,Technology,Australia,2021-09-07
10412,Enterprise,Media,UK,2025-05-15
10413,Enterprise,Finance,Germany,2025-11-09
10414,Medium,Media,USA,2026-04-14
10415,Medium,Professional Services,Canada,2026-02-19
10416,Medium,Professional Services,Australia,2022-05-26
10417,Small,Media,India,2025-07-28
10418,Small,Education,USA,2026-02-16
10419,Medium,Education,USA,2023-02-13
10420,Large,Retail,USA,2024-09-27
10421,Large,Professional Services,USA,2023-07-13
10422,Large,Technology,Canada,2021-03-15
10423,Small,Manufacturing,India,2023-03-20
10424,Medium,Professional Services,Canada,2023-11-12
10425,Small,Media,Singapore,2021-08-23
10426,Medium,Professional Services,UK,2022-10-04
10427,Medium,Healthcare,UK,2022-09-13
10428,Large,Manufacturing,India,2023-09-12
10429,Medium,Education,Germany,2024-07-22
10430,Small,Manufacturing,USA,2025-06-06
10431,Small,Professional Services,UK,2025-12-01
10432,Large,Education,Singapore,2023-05-10
10433,Medium,Manufacturing,UK,2026-09-17
10434,Small,Education,Australia,2022-01-12
10435,Small,Education,USA,2026-03-13
10436,Large,Retail,India,2022-01-11
10437,Small,Technology,Australia,2025-05-24
10438,Large,Education,India,2022-08-18
10439,Large,Healthcare,Canada,2023-12-02
10440,Small,Professional Services,India,2026-07-01
10441,Small,Professional Services,Germany,2023-11-18
10442,Enterprise,Healthcare,India,2022-09-21
10443,Medium,Finance,UK,2025-03-13
10444,Medium,Education,UK,2026-01-05
10445,Large,Media,USA,2024-03-29
10446,Enterprise,Education,USA,2023-01-16
10447,Enterprise,Education,USA,2024-07-01
10448,Large,Media,USA,2026-05-06
10449,Medium,Manufacturing,USA,2024-08-18
10450,Small,Education,USA,2024-03-17
10451,Large,Education,UK,2021-08-09
10452,Medium,Healthcare,India,2026-02-15
10453,Medium,Technology,Singapore,2022-11-15
10454,Enterprise,Technology,UK,2023-05-26
10455,Small,Finance,India,2023-11-21
10456,Medium,Healthcare,USA,2026-05-17
10457,Small,Education,Germany,2021-12-15
10458,Medium,Technology,India,2021-08-07
10459,Small,Retail,Canada,2023-10-20
10460,Small,Retail,UK,2022-03-26
10461,Small,Retail,India,2022-05-19
10462,Medium,Education,Germany,2021-03-27
10463,Large,Education,USA,2024-07-12
10464,Medium,Media,USA,2022-06-07
10465,Enterprise,Finance,Germany,2022-09-22
10466,Medium,Professional Services,Canada,2021-01-18
10467,Small,Finance,Germany,2024-06-22
10468,Large,Finance,Canada,2024-03-22
10469,Small,Manufacturing,Australia,2025-06-21
10470,Enterprise,Retail,Germany,2022-05-15
10471,Small,Education,India,2022-04-03
10472,Enterprise,Retail,Australia,2021-04-25
10473,Small,Finance,UK,2023-01-23
10474,Large,Education,India,2023-02-08
10475,Medium,Healthcare,UK,2026-02-14
10476,Enterprise,Media,India,2021-11-18
10477,Small,Technology,Australia,2026-05-27
10478,Medium,Technology,UK,2021-08-14
10479,Enterprise,Finance,Singapore,2021-12-27
10480,Medium,Professional Services,India,2025-04-04
10481,Medium,Retail,UK,2023-04-14
10482,Medium,Healthcare,India,2021-04-22
10483,Medium,Education,UK,2021-07-31
10484,Medium,Professional Services,Australia,2024-06-10
10485,Medium,Retail,Australia,2023-08-06
10486,Enterprise,Finance,Germany,2021-06-08
10487,Small,Retail,Germany,2026-03-24
10488,Small,Finance,India,2024-09-09
10489,Enterprise,Manufacturing,USA,2024-06-25
10490,Large,Technology,Canada,2023-06-30
10491,Medium,Professional Services,USA,2022-02-08
10492,Medium,Technology,India,2026-01-16
10493,Small,Retail,UK,2025-08-18
10494,Small,Healthcare,USA,2025-01-03
10495,Medium,Education,USA,2024-06-10
10496,Medium,Finance,Germany,2021-07-12
10497,Medium,Education,USA,2024-01-28
10498,Small,Technology,India,2026-05-29
10499,Enterprise,Media,India,2025-07-01
10500,Enterprise,Healthcare,Germany,2023-09-27
10501,Medium,Healthcare,Singapore,2025-10-06
10502,Medium,Education,Canada,2022-06-07
10503,Small,Technology,USA,2021-12-16
10504,Large,Media,Singapore,2025-10-07
10505,Medium,Education,Canada,2026-04-29
10506,Small,Retail,Germany,2025-04-10
10507,Enterprise,Healthcare,Australia,2022-10-14
10508,Large,Healthcare,USA,2022-09-27
10509,Enterprise,Retail,USA,2025-12-07
10510,Large,Technology,India,2022-08-16
10511,Medium,Healthcare,USA,2024-05-16
10512,Medium,Professional Services,Australia,2023-01-26
10513,Enterprise,Media,Germany,2024-07-23
10514,Large,Manufacturing,Australia,2022-05-12
10515,Small,Manufacturing,USA,2023-02-12
10516,Small,Manufacturing,India,2025-05-18
10517,Medium,Finance,India,2021-07-03
10518,Large,Professional Services,USA,2021-02-01
10519,Enterprise,Finance,USA,2021-10-10
10520,Small,Technology,UK,2023-04-16
10521,Medium,Retail,India,2024-12-26
10522,Medium,Education,Singapore,2022-11-17
10523,Enterprise,Professional Services,USA,2022-04-07
10524,Large,Media,Germany,2023-05-21
10525,Large,Technology,UK,2022-01-03
10526,Medium,Education,India,2021-06-15
10527,Medium,Technology,Australia,2025-09-25
10528,Small,Finance,Canada,2022-08-25
10529,Small,Manufacturing,UK,2021-02-07
10530,Large,Retail,UK,2021-12-14
10531,Large,Finance,India,2024-05-21
10532,Enterprise,Retail,Canada,2026-07-15
10533,Enterprise,Professional Services,Singapore,2023-01-04
10534,Medium,Education,India,2022-03-02
10535,Large,Technology,USA,2024-06-24
10536,Enterprise,Healthcare,Singapore,2022-10-10
10537,Large,Healthcare,USA,2021-11-16
10538,Small,Retail,Canada,2022-05-27
10539,Medium,Manufacturing,UK,2025-09-19
10540,Small,Manufacturing,UK,2025-10-23
10541,Enterprise,Retail,USA,2025-11-13
10542,Medium,Finance,USA,2025-03-20
10543,Small,Healthcare,India,2023-07-27
10544,Medium,Finance,Australia,2023-02-04
10545,Medium,Education,Australia,2022-10-15
10546,Medium,Healthcare,Canada,2022-04-26
10547,Small,Education,Canada,2022-05-31
10548,Medium,Technology,India,2025-07-22
10549,Medium,Finance,India,2021-07-06
10550,Large,Retail,Germany,2021-05-26
10551,Medium,Healthcare,USA,2023-10-03
10552,Large,Finance,USA,2021-06-01
10553,Medium,Retail,India,2024-10-18
10554,Medium,Technology,India,2021-04-03
10555,Large,Healthcare,USA,2026-01-24
10556,Medium,Education,Germany,2022-08-25
10557,Small,Technology,Singapore,2021-02-18
10558,Small,Manufacturing,Germany,2026-03-18
10559,Large,Retail,Singapore,2023-02-14
10560,Medium,Media,Singapore,2022-06-30
10561,Large,Healthcare,UK,2025-01-03
10562,Small,Healthcare,India,2024-06-14
10563,Small,Professional Services,Australia,2022-10-12
10564,Small,Professional Services,India,2026-07-17
10565,Medium,Technology,USA,2023-12-17
10566,Medium,Healthcare,India,2021-06-24
10567,Medium,Retail,UK,2024-05-22
10568,Medium,Technology,USA,2026-09-06
10569,Enterprise,Education,India,2026-04-26
10570,Small,Technology,USA,2024-02-17
10571,Medium,Technology,Germany,2021-05-27
10572,Large,Media,UK,2023-05-18
10573,Medium,Education,Germany,2026-02-27
10574,Medium,Manufacturing,India,2023-01-13
10575,Large,Professional Services,India,2025-03-03
10576,Enterprise,Retail,UK,2022-12-11
10577,Small,Manufacturing,USA,2024-09-12
10578,Enterprise,Manufacturing,Canada,2023-12-30
10579,Medium,Manufacturing,Australia,2026-05-07
10580,Small,Professional Services,Australia,2025-05-25
10581,Medium,Finance,Singapore,2025-08-09
10582,Enterprise,Professional Services,USA,2026-01-29
10583,Medium,Manufacturing,India,2022-07-15
10584,Small,Finance,UK,2023-06-11
10585,Medium,Education,India,2022-08-20
10586,Small,Professional Services,USA,2022-03-26
10587,Small,Retail,India,2026-08-14
10588,Small,Manufacturing,USA,2025-12-31
10589,Small,Healthcare,India,2024-06-03
10590,Small,Education,India,2024-03-19
10591,Small,Finance,Canada,2025-08-11
10592,Medium,Professional Services,UK,2024-04-13
10593,Small,Retail,Canada,2023-10-07
10594,Small,Technology,Canada,2025-11-07
10595,Large,Retail,India,2025-09-04
10596,Medium,Retail,USA,2022-03-16
10597,Medium,Manufacturing,India,2024-08-01
10598,Small,Manufacturing,Germany,2026-07-24
10599,Small,Professional Services,Australia,2026-05-22
10600,Small,Professional Services,India,2021-09-03
10601,Small,Media,USA,2025-03-23
10602,Small,Finance,Singapore,2024-05-22
10603,Small,Media,UK,2025-06-02
10604,Small,Professional Services,Germany,2025-09-21
10605,Small,Finance,USA,2023-08-11
10606,Medium,Manufacturing,India,2021-10-10
10607,Small,Manufacturing,Australia,2026-04-25
10608,Medium,Healthcare,Canada,2021-06-21
10609,Medium,Healthcare,Canada,2024-05-29
10610,Medium,Education,UK,2024-01-24
10611,Small,Manufacturing,UK,2026-02-26
10612,Large,Technology,Australia,2026-09-23
10613,Medium,Healthcare,USA,2022-08-24
10614,Small,Finance,USA,2026-07-17
10615,Large,Retail,Germany,2022-04-12
10616,Enterprise,Professional Services,USA,2025-10-05
10617,Small,Professional Services,UK,2021-10-24
10618,Small,Education,Canada,2023-10-17
10619,Large,Healthcare,Singapore,2025-03-28
10620,Large,Retail,USA,2026-03-14
10621,Small,Retail,USA,2022-10-23
10622,Small,Healthcare,Germany,2022-10-16
10623,Medium,Technology,Germany,2023-03-13
10624,Medium,Technology,Australia,2021-12-07
10625,Medium,Education,USA,2022-12-05
10626,Medium,Media,USA,2023-05-03
10627,Medium,Technology,UK,2021-11-02
10628,Large,Education,Germany,2026-04-18
10629,Small,Media,Germany,2025-11-23
10630,Small,Media,India,2023-05-24
10631,Large,Finance,USA,2025-05-01
10632,Large,Media,USA,2022-05-10
10633,Medium,Healthcare,Singapore,2025-08-13
10634,Medium,Media,Canada,2025-05-25
10635,Small,Retail,USA,2025-03-18
10636,Medium,Education,India,2025-06-24
10637,Medium,Professional Services,UK,2023-06-15
10638,Small,Technology,India,2024-03-13
10639,Small,Professional Services,Germany,2026-02-05
10640,Medium,Education,Australia,2023-01-27
10641,Small,Manufacturing,USA,2021-01-31
10642,Small,Education,USA,2026-06-17
10643,Small,Technology,Germany,2026-10-01
10644,Small,Manufacturing,USA,2021-08-31
10645,Small,Manufacturing,India,2022-11-17
10646,Large,Media,Singapore,2025-06-24
10647,Medium,Technology,Germany,2024-12-11
10648,Medium,Manufacturing,Germany,2025-02-07
10649,Large,Healthcare,India,2024-11-16
10650,Medium,Retail,India,2024-11-13
