status_id,customer_id,churn,churn_date,churn_reason
110241,10241,0,,Not Churned
110242,10242,0,,Not Churned
110243,10243,1,2028-06-09,Poor Support
110244,10244,0,,Not Churned
110245,10245,0,,Not Churned
110246,10246,0,,Not Churned
110247,10247,1,2027-07-23,Competitor
110248,10248,0,,Not Churned
110249,10249,0,,Not Churned
110250,10250,0,,Not Churned
110251,10251,0,,Not Churned
110252,10252,0,,Not Churned
110253,10253,0,,Not Churned
110254,10254,0,,Not Churned
110255,10255,0,,Not Churned
110256,10256,1,2025-10-22,Poor User Experience
110257,10257,0,,Not Churned
110258,10258,0,,Not Churned
110259,10259,1,2024-11-17,Poor User Experience
110260,10260,0,,Not Churned
110261,10261,0,,Not Churned
110262,10262,1,2027-11-16,Business Closure
110263,10263,0,,Not Churned
110264,10264,1,2024-06-21,Competitor
110265,10265,0,,Not Churned
110266,10266,0,,Not Churned
110267,10267,1,2022-02-10,Competitor
110268,10268,0,,Not Churned
110269,10269,0,,Not Churned
110270,10270,0,,Not Churned
110271,10271,1,2028-07-30,Competitor
110272,10272,1,2026-08-21,Poor User Experience
110273,10273,0,,Not Churned
110274,10274,1,2024-05-08,Competitor
110275,10275,0,,Not Churned
110276,10276,0,,Not Churned
110277,10277,1,2023-09-27,Business Closure
110278,10278,0,,Not Churned
110279,10279,0,,Not Churned
110280,10280,0,,Not Churned
110281,10281,1,2024-11-26,Contract Expired
110282,10282,0,,Not Churned
110283,10283,0,,Not Churned
110284,10284,0,,Not Churned
110285,10285,0,,Not Churned
110286,10286,0,,Not Churned
110287,10287,0,,Not Churned
110288,10288,0,,Not Churned
110289,10289,0,,Not Churned
110290,10290,0,,Not Churned
110291,10291,0,,Not Churned
110292,10292,0,,Not Churned
110293,10293,1,2025-12-17,Missing Features
110294,10294,0,,Not Churned
110295,10295,0,,Not Churned
110296,10296,1,2023-01-24,Business Closure
110297,10297,0,,Not Churned
110298,10298,1,2022-06-19,Poor Support
110299,10299,0,,Not Churned
110300,10300,0,,Not Churned
110301,10301,0,,Not Churned
110302,10302,0,,Not Churned
110303,10303,0,,Not Churned
110304,10304,0,,Not Churned
110305,10305,1,2025-11-12,Poor User Experience
110306,10306,1,2027-01-18,Contract Expired
110307,10307,0,,Not Churned
110308,10308,0,,Not Churned
110309,10309,0,,Not Churned
110310,10310,0,,Not Churned
110311,10311,0,,Not Churned
110312,10312,1,2023-06-24,Poor User Experience
110313,10313,0,,Not Churned
110314,10314,0,,Not Churned
110315,10315,0,,Not Churned
110316,10316,1,2026-10-29,Poor User Experience
110317,10317,0,,Not Churned
110318,10318,0,,Not Churned
110319,10319,0,,Not Churned
110320,10320,0,,Not Churned
110321,10321,0,,Not Churned
110322,10322,0,,Not Churned
110323,10323,0,,Not Churned
110324,10324,0,,Not Churned
110325,10325,0,,Not Churned
110326,10326,0,,Not Churned
110327,10327,0,,Not Churned
110328,10328,0,,Not Churned
110329,10329,0,,Not Churned
110330,10330,1,2025-05-25,Poor User Experience
110331,10331,0,,Not Churned
110332,10332,0,,Not Churned
110333,10333,0,,Not Churned
110334,10334,1,2025-10-11,Business Closure
110335,10335,0,,Not Churned
110336,10336,0,,Not Churned
110337,10337,0,,Not Churned
110338,10338,1,2025-02-17,Low Product Usage
110339,10339,0,,Not Churned
110340,10340,0,,Not Churned
110341,10341,0,,Not Churned
110342,10342,1,2025-04-29,Business Closure
110343,10343,0,,Not Churned
110344,10344,0,,Not Churned
110345,10345,0,,Not Churned
110346,10346,0,,Not Churned
110347,10347,0,,Not Churned
110348,10348,0,,Not Churned
110349,10349,0,,Not Churned
110350,10350,0,,Not Churned
110351,10351,1,2029-01-17,Poor User Experience
110352,10352,1,2023-05-07,Competitor
110353,10353,0,,Not Churned
110354,10354,0,,Not Churned
110355,10355,0,,Not Churned
110356,10356,1,2027-10-24,Poor User Experience
110357,10357,1,2025-08-08,High Price
110358,10358,0,,Not Churned
110359,10359,1,2022-08-22,Competitor
110360,10360,1,2023-07-25,Poor Support
110361,10361,0,,Not Churned
110362,10362,0,,Not Churned
110363,10363,0,,Not Churned
110364,10364,0,,Not Churned
110365,10365,0,,Not Churned
110366,10366,1,2027-08-30,Business Closure
110367,10367,0,,Not Churned
110368,10368,1,2030-04-19,Contract Expired
110369,10369,0,,Not Churned
110370,10370,0,,Not Churned
110371,10371,1,2028-06-27,Poor User Experience
110372,10372,0,,Not Churned
110373,10373,0,,Not Churned
110374,10374,1,2025-04-21,Competitor
110375,10375,1,2025-08-23,Business Closure
110376,10376,0,,Not Churned
110377,10377,0,,Not Churned
110378,10378,1,2024-11-28,Competitor
110379,10379,1,2023-10-31,Business Closure
110380,10380,0,,Not Churned
110381,10381,0,,Not Churned
110382,10382,0,,Not Churned
110383,10383,0,,Not Churned
110384,10384,0,,Not Churned
110385,10385,0,,Not Churned
110386,10386,0,,Not Churned
110387,10387,0,,Not Churned
110388,10388,0,,Not Churned
110389,10389,0,,Not Churned
110390,10390,0,,Not Churned
110391,10391,0,,Not Churned
110392,10392,1,2024-02-15,Competitor
110393,10393,0,,Not Churned
110394,10394,0,,Not Churned
110395,10395,0,,Not Churned
110396,10396,0,,Not Churned
110397,10397,0,,Not Churned
110398,10398,1,2022-10-25,Poor User Experience
110399,10399,0,,Not Churned
110400,10400,0,,Not Churned
110401,10401,0,,Not Churned
110402,10402,1,2023-01-26,Poor User Experience
110403,10403,1,2028-05-10,High Price
110404,10404,0,,Not Churned
110405,10405,0,,Not Churned
110406,10406,1,2025-10-28,Competitor
110407,10407,1,2026-12-08,Poor User Experience
110408,10408,0,,Not Churned
110409,10409,0,,Not Churned
110410,10410,0,,Not Churned
110411,10411,0,,Not Churned
110412,10412,0,,Not Churned
110413,10413,0,,Not Churned
110414,10414,0,,Not Churned
110415,10415,0,,Not Churned
110416,10416,0,,Not Churned
110417,10417,0,,Not Churned
110418,10418,1,2026-09-28,Contract Expired
110419,10419,0,,Not Churned
110420,10420,0,,Not Churned
110421,10421,0,,Not Churned
110422,10422,0,,Not Churned
110423,10423,0,,Not Churned
110424,10424,0,,Not Churned
110425,10425,1,2022-01-14,Business Closure
110426,10426,0,,Not Churned
110427,10427,0,,Not Churned
110428,10428,1,2026-09-29,Competitor
110429,10429,0,,Not Churned
110430,10430,0,,Not Churned
110431,10431,0,,Not Churned
110432,10432,0,,Not Churned
110433,10433,0,,Not Churned
110434,10434,1,2023-04-09,Poor User Experience
110435,10435,0,,Not Churned
110436,10436,0,,Not Churned
110437,10437,0,,Not Churned
110438,10438,0,,Not Churned
110439,10439,0,,Not Churned
110440,10440,1,2027-12-20,Business Closure
110441,10441,1,2028-06-16,Business Closure
110442,10442,0,,Not Churned
110443,10443,0,,Not Churned
110444,10444,1,2027-07-06,Poor User Experience
110445,10445,0,,Not Churned
110446,10446,0,,Not Churned
110447,10447,1,2028-01-13,Business Closure
110448,10448,0,,Not Churned
110449,10449,0,,Not Churned
110450,10450,1,2027-09-09,Contract Expired
110451,10451,0,,Not Churned
110452,10452,0,,Not Churned
110453,10453,1,2025-01-25,Competitor
110454,10454,0,,Not Churned
110455,10455,0,,Not Churned
110456,10456,0,,Not Churned
110457,10457,1,2024-12-01,Poor User Experience
110458,10458,0,,Not Churned
110459,10459,0,,Not Churned
110460,10460,0,,Not Churned
110461,10461,0,,Not Churned
110462,10462,0,,Not Churned
110463,10463,0,,Not Churned
110464,10464,0,,Not Churned
110465,10465,0,,Not Churned
110466,10466,0,,Not Churned
110467,10467,1,2027-01-10,Competitor
110468,10468,0,,Not Churned
110469,10469,0,,Not Churned
110470,10470,0,,Not Churned
110471,10471,1,2026-11-19,Competitor
110472,10472,1,2022-10-18,Low Product Usage
110473,10473,0,,Not Churned
110474,10474,0,,Not Churned
110475,10475,0,,Not Churned
110476,10476,0,,Not Churned
110477,10477,1,2027-01-09,Poor Support
110478,10478,0,,Not Churned
110479,10479,1,2024-07-02,Contract Expired
110480,10480,0,,Not Churned
110481,10481,0,,Not Churned
110482,10482,0,,Not Churned
110483,10483,0,,Not Churned
110484,10484,0,,Not Churned
110485,10485,0,,Not Churned
110486,10486,0,,Not Churned
110487,10487,0,,Not Churned
110488,10488,0,,Not Churned
110489,10489,0,,Not Churned
110490,10490,0,,Not Churned
110491,10491,0,,Not Churned
110492,10492,0,,Not Churned
110493,10493,0,,Not Churned
110494,10494,0,,Not Churned
110495,10495,0,,Not Churned
110496,10496,0,,Not Churned
110497,10497,1,2025-05-10,Contract Expired
110498,10498,0,,Not Churned
110499,10499,0,,Not Churned
110500,10500,1,2024-11-21,Poor User Experience
110501,10501,0,,Not Churned
110502,10502,1,2026-06-21,Contract Expired
110503,10503,0,,Not Churned
110504,10504,0,,Not Churned
110505,10505,0,,Not Churned
110506,10506,0,,Not Churned
110507,10507,0,,Not Churned
110508,10508,0,,Not Churned
110509,10509,0,,Not Churned
110510,10510,0,,Not Churned
110511,10511,0,,Not Churned
110512,10512,1,2027-06-30,Business Closure
110513,10513,0,,Not Churned
110514,10514,1,2025-03-02,Poor Support
110515,10515,1,2023-06-12,Contract Expired
110516,10516,0,,Not Churned
110517,10517,1,2023-12-20,Poor User Experience
110518,10518,0,,Not Churned
110519,10519,0,,Not Churned
110520,10520,0,,Not Churned
110521,10521,0,,Not Churned
110522,10522,0,,Not Churned
110523,10523,0,,Not Churned
110524,10524,0,,Not Churned
110525,10525,0,,Not Churned
110526,10526,1,2024-05-12,Poor User Experience
110527,10527,0,,Not Churned
110528,10528,0,,Not Churned
110529,10529,1,2023-03-17,Low Product Usage
110530,10530,0,,Not Churned
110531,10531,0,,Not Churned
110532,10532,0,,Not Churned
110533,10533,0,,Not Churned
110534,10534,1,2022-07-31,Competitor
110535,10535,1,2028-01-07,Poor User Experience
110536,10536,0,,Not Churned
110537,10537,1,2023-03-12,Business Closure
110538,10538,0,,Not Churned
110539,10539,0,,Not Churned
110540,10540,0,,Not Churned
110541,10541,0,,Not Churned
110542,10542,1,2025-12-20,Poor User Experience
110543,10543,0,,Not Churned
110544,10544,0,,Not Churned
110545,10545,0,,Not Churned
110546,10546,1,2026-08-03,Contract Expired
110547,10547,1,2023-01-22,Contract Expired
110548,10548,0,,Not Churned
110549,10549,0,,Not Churned
110550,10550,0,,Not Churned
110551,10551,0,,Not Churned
110552,10552,1,2024-09-14,Poor User Experience
110553,10553,0,,Not Churned
110554,10554,1,2022-10-08,Poor User Experience
110555,10555,1,2027-10-23,Poor User Experience
110556,10556,0,,Not Churned
110557,10557,0,,Not Churned
110558,10558,0,,Not Churned
110559,10559,0,,Not Churned
110560,10560,0,,Not Churned
110561,10561,0,,Not Churned
110562,10562,0,,Not Churned
110563,10563,0,,Not Churned
110564,10564,1,2030-12-02,Low Product Usage
110565,10565,0,,Not Churned
110566,10566,0,,Not Churned
110567,10567,1,2026-09-27,Contract Expired
110568,10568,1,2031-02-28,Business Closure
110569,10569,0,,Not Churned
110570,10570,0,,Not Churned
110571,10571,1,2023-12-22,Competitor
110572,10572,0,,Not Churned
110573,10573,1,2026-11-08,Contract Expired
110574,10574,0,,Not Churned
110575,10575,1,2027-03-16,Business Closure
110576,10576,1,2025-08-07,Low Product Usage
110577,10577,1,2025-10-11,Poor User Experience
110578,10578,0,,Not Churned
110579,10579,0,,Not Churned
110580,10580,0,,Not Churned
110581,10581,0,,Not Churned
110582,10582,0,,Not Churned
110583,10583,0,,Not Churned
110584,10584,1,2027-01-01,Competitor
110585,10585,1,2022-12-09,Business Closure
110586,10586,1,2024-02-27,Contract Expired
110587,10587,0,,Not Churned
110588,10588,0,,Not Churned
110589,10589,0,,Not Churned
110590,10590,0,,Not Churned
110591,10591,0,,Not Churned
110592,10592,0,,Not Churned
110593,10593,0,,Not Churned
110594,10594,0,,Not Churned
110595,10595,1,2028-01-15,Poor User Experience
110596,10596,0,,Not Churned
110597,10597,1,2025-02-06,High Price
110598,10598,1,2028-08-21,Low Product Usage
110599,10599,0,,Not Churned
110600,10600,0,,Not Churned
110601,10601,1,2025-08-18,Competitor
110602,10602,0,,Not Churned
110603,10603,0,,Not Churned
110604,10604,0,,Not Churned
110605,10605,0,,Not Churned
110606,10606,0,,Not Churned
110607,10607,1,2029-12-03,Poor User Experience
110608,10608,0,,Not Churned
110609,10609,0,,Not Churned
110610,10610,0,,Not Churned
110611,10611,1,2029-05-07,Business Closure
110612,10612,0,,Not Churned
110613,10613,0,,Not Churned
110614,10614,0,,Not Churned
110615,10615,0,,Not Churned
110616,10616,0,,Not Churned
110617,10617,1,2023-06-12,Contract Expired
110618,10618,0,,Not Churned
110619,10619,0,,Not Churned
110620,10620,1,2030-09-17,Contract Expired
110621,10621,0,,Not Churned
110622,10622,0,,Not Churned
110623,10623,0,,Not Churned
110624,10624,0,,Not Churned
110625,10625,0,,Not Churned
110626,10626,0,,Not Churned
110627,10627,0,,Not Churned
110628,10628,0,,Not Churned
110629,10629,0,,Not Churned
110630,10630,0,,Not Churned
110631,10631,0,,Not Churned
110632,10632,1,2023-09-27,Poor User Experience
110633,10633,0,,Not Churned
110634,10634,0,,Not Churned
110635,10635,0,,Not Churned
110636,10636,0,,Not Churned
110637,10637,0,,Not Churned
110638,10638,1,2025-04-21,Contract Expired
110639,10639,1,2027-10-21,Poor User Experience
110640,10640,0,,Not Churned
110641,10641,0,,Not Churned
110642,10642,1,2029-10-13,Business Closure
110643,10643,0,,Not Churned
110644,10644,0,,Not Churned
110645,10645,0,,Not Churned
110646,10646,0,,Not Churned
110647,10647,0,,Not Churned
110648,10648,1,2025-10-03,Contract Expired
110649,10649,0,,Not Churned
110650,10650,0,,Not Churned
110651,10651,0,,Not Churned
110652,10652,0,,Not Churned
110653,10653,0,,Not Churned
110654,10654,0,,Not Churned
110655,10655,0,,Not Churned
110656,10656,0,,Not Churned
110657,10657,0,,Not Churned
110658,10658,0,,Not Churned
110659,10659,0,,Not Churned
110660,10660,1,2026-06-11,Business Closure
110661,10661,0,,Not Churned
110662,10662,0,,Not Churned
110663,10663,1,2027-06-23,Competitor
110664,10664,0,,Not Churned
110665,10665,1,2025-12-11,Competitor
110666,10666,1,2025-09-20,High Price
110667,10667,0,,Not Churned
110668,10668,0,,Not Churned
110669,10669,0,,Not Churned
110670,10670,1,2023-10-06,Contract Expired
110671,10671,0,,Not Churned
110672,10672,0,,Not Churned
110673,10673,0,,Not Churned
110674,10674,0,,Not Churned
110675,10675,1,2027-10-18,Poor User Experience
110676,10676,0,,Not Churned
110677,10677,0,,Not Churned
110678,10678,1,2027-06-23,Business Closure
110679,10679,0,,Not Churned
110680,10680,0,,Not Churned
110681,10681,0,,Not Churned
110682,10682,0,,Not Churned
110683,10683,0,,Not Churned
110684,10684,0,,Not Churned
110685,10685,1,2027-06-17,High Price
110686,10686,0,,Not Churned
110687,10687,0,,Not Churned
110688,10688,1,2026-06-13,Contract Expired
110689,10689,1,2025-02-25,Competitor
110690,10690,0,,Not Churned
110691,10691,0,,Not Churned
110692,10692,0,,Not Churned
110693,10693,0,,Not Churned
110694,10694,0,,Not Churned
110695,10695,1,2026-04-08,Contract Expired
110696,10696,0,,Not Churned
110697,10697,0,,Not Churned
110698,10698,0,,Not Churned
110699,10699,1,2023-11-03,Poor User Experience
110700,10700,1,2026-05-25,Competitor
110701,10701,1,2025-07-02,Competitor
110702,10702,0,,Not Churned
110703,10703,0,,Not Churned
110704,10704,0,,Not Churned
110705,10705,1,2029-01-01,Business Closure
110706,10706,0,,Not Churned
110707,10707,0,,Not Churned
110708,10708,0,,Not Churned
110709,10709,0,,Not Churned
110710,10710,0,,Not Churned
110711,10711,0,,Not Churned
110712,10712,0,,Not Churned
110713,10713,1,2028-05-19,Competitor
110714,10714,0,,Not Churned
110715,10715,0,,Not Churned
110716,10716,0,,Not Churned
110717,10717,0,,Not Churned
110718,10718,0,,Not Churned
110719,10719,0,,Not Churned
110720,10720,1,2026-01-26,Poor User Experience
110721,10721,0,,Not Churned
110722,10722,0,,Not Churned
110723,10723,0,,Not Churned
110724,10724,0,,Not Churned
110725,10725,0,,Not Churned
110726,10726,0,,Not Churned
110727,10727,0,,Not Churned
110728,10728,0,,Not Churned
110729,10729,0,,Not Churned
110730,10730,0,,Not Churned
110731,10731,0,,Not Churned
110732,10732,0,,Not Churned
110733,10733,0,,Not Churned
110734,10734,1,2027-09-05,Contract Expired
110735,10735,0,,Not Churned
110736,10736,1,2022-12-22,Contract Expired
110737,10737,0,,Not Churned
110738,10738,0,,Not Churned
110739,10739,0,,Not Churned
110740,10740,0,,Not Churned
110741,10741,0,,Not Churned
110742,10742,0,,Not Churned
110743,10743,0,,Not Churned
110744,10744,1,2023-08-23,Contract Expired
110745,10745,0,,Not Churned
110746,10746,1,2026-01-18,High Price
110747,10747,1,2027-04-06,Competitor
110748,10748,0,,Not Churned
110749,10749,0,,Not Churned
110750,10750,0,,Not Churned
110751,10751,1,2026-05-18,Poor User Experience
110752,10752,1,2023-03-03,Business Closure
110753,10753,0,,Not Churned
110754,10754,0,,Not Churned
110755,10755,0,,Not Churned
110756,10756,0,,Not Churned
110757,10757,1,2029-06-11,Business Closure
110758,10758,1,2026-11-30,Low Product Usage
110759,10759,0,,Not Churned
110760,10760,0,,Not Churned
110761,10761,1,2029-09-01,Competitor
110762,10762,0,,Not Churned
110763,10763,0,,Not Churned
110764,10764,1,2027-04-28,Missing Features
110765,10765,0,,Not Churned
110766,10766,0,,Not Churned
110767,10767,0,,Not Churned
110768,10768,0,,Not Churned
110769,10769,0,,Not Churned
110770,10770,0,,Not Churned
110771,10771,0,,Not Churned
110772,10772,0,,Not Churned
110773,10773,0,,Not Churned
110774,10774,0,,Not Churned
110775,10775,0,,Not Churned
110776,10776,0,,Not Churned
110777,10777,0,,Not Churned
110778,10778,0,,Not Churned
110779,10779,1,2028-10-17,Low Product Usage
110780,10780,1,2027-02-24,Poor User Experience
110781,10781,0,,Not Churned
110782,10782,0,,Not Churned
110783,10783,0,,Not Churned
110784,10784,0,,Not Churned
110785,10785,0,,Not Churned
110786,10786,0,,Not Churned
110787,10787,1,2026-01-26,Business Closure
110788,10788,1,2024-02-29,Business Closure
110789,10789,0,,Not Churned
110790,10790,1,2024-10-21,Poor User Experience
110791,10791,0,,Not Churned
110792,10792,0,,Not Churned
110793,10793,0,,Not Churned
110794,10794,0,,Not Churned
110795,10795,0,,Not Churned
110796,10796,0,,Not Churned
110797,10797,0,,Not Churned
110798,10798,1,2028-09-12,Poor User Experience
110799,10799,0,,Not Churned
110800,10800,0,,Not Churned
110801,10801,0,,Not Churned
110802,10802,1,2025-05-15,Poor User Experience
110803,10803,0,,Not Churned
110804,10804,0,,Not Churned
110805,10805,0,,Not Churned
110806,10806,0,,Not Churned
110807,10807,1,2025-01-20,Competitor
110808,10808,0,,Not Churned
110809,10809,0,,Not Churned
110810,10810,0,,Not Churned
110811,10811,1,2025-06-15,High Price
110812,10812,0,,Not Churned
110813,10813,0,,Not Churned
110814,10814,0,,Not Churned
110815,10815,1,2026-03-05,Low Product Usage
110816,10816,0,,Not Churned
110817,10817,0,,Not Churned
110818,10818,1,2029-09-05,Poor User Experience
110819,10819,0,,Not Churned
110820,10820,0,,Not Churned
110821,10821,0,,Not Churned
110822,10822,1,2026-11-22,Business Closure
110823,10823,0,,Not Churned
110824,10824,0,,Not Churned
110825,10825,0,,Not Churned
110826,10826,1,2027-02-25,Contract Expired
110827,10827,0,,Not Churned
110828,10828,0,,Not Churned
110829,10829,0,,Not Churned
110830,10830,0,,Not Churned
110831,10831,0,,Not Churned
110832,10832,1,2028-07-13,High Price
110833,10833,0,,Not Churned
110834,10834,0,,Not Churned
110835,10835,0,,Not Churned
110836,10836,0,,Not Churned
110837,10837,0,,Not Churned
110838,10838,1,2024-11-24,Low Product Usage
110839,10839,0,,Not Churned
110840,10840,0,,Not Churned
110841,10841,0,,Not Churned
